<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.19	12:53:00	128630	128630	128585	128625	1743	20662	0
2024.07.19	12:54:00	128620	128645	128610	128640	897	9641	0
2024.07.19	12:55:00	128635	128650	128625	128640	766	7606	0
2024.07.19	12:56:00	128640	128715	128620	128715	1608	19857	0
2024.07.19	12:57:00	128715	128715	128690	128705	1014	8880	0
2024.07.19	12:58:00	128700	128720	128695	128705	880	9379	0
2024.07.19	12:59:00	128700	128705	128670	128700	953	14113	0
2024.07.19	13:00:00	128695	128735	128675	128735	1300	17282	0
2024.07.19	13:01:00	128730	128755	128715	128740	1393	20101	0
2024.07.19	13:02:00	128745	128775	128745	128755	1337	16161	0
2024.07.19	13:03:00	128750	128760	128715	128735	1132	14345	0
2024.07.19	13:04:00	128740	128760	128720	128755	732	7482	0
2024.07.19	13:05:00	128755	128780	128740	128750	1187	15996	0
2024.07.19	13:06:00	128745	128750	128705	128710	1302	13230	0
2024.07.19	13:07:00	128715	128735	128700	128715	869	11737	0
2024.07.19	13:08:00	128710	128765	128710	128760	857	9122	0
2024.07.19	13:09:00	128755	128760	128720	128730	741	8820	0
2024.07.19	13:10:00	128735	128740	128705	128740	910	9265	0
2024.07.19	13:11:00	128735	128775	128730	128760	938	11406	0
2024.07.19	13:12:00	128765	128770	128730	128730	766	8303	0
2024.07.19	13:13:00	128730	128735	128690	128695	1225	12168	0
2024.07.19	13:14:00	128695	128720	128680	128710	1118	12770	0
2024.07.19	13:15:00	128705	128720	128680	128695	987	11971	0
2024.07.19	13:16:00	128695	128705	128675	128700	695	6088	0
2024.07.19	13:17:00	128695	128705	128660	128690	824	10359	0
2024.07.19	13:18:00	128690	128720	128675	128690	828	9276	0
2024.07.19	13:19:00	128690	128700	128655	128655	921	9640	0
2024.07.19	13:20:00	128655	128670	128640	128645	1424	17570	0
2024.07.19	13:21:00	128640	128680	128625	128630	1404	16833	0
2024.07.19	13:22:00	128635	128655	128615	128640	1256	14357	0
2024.07.19	13:23:00	128635	128710	128620	128690	1445	19284	0
2024.07.19	13:24:00	128695	128720	128685	128700	1280	11659	0
2024.07.19	13:25:00	128700	128700	128615	128645	1755	22205	0
2024.07.19	13:26:00	128645	128670	128640	128650	920	8468	0
2024.07.19	13:27:00	128655	128660	128615	128630	1306	13988	0
2024.07.19	13:28:00	128630	128685	128625	128660	1116	12941	0
2024.07.19	13:29:00	128660	128690	128660	128680	651	7367	0
2024.07.19	13:30:00	128680	128705	128675	128685	951	8145	0
2024.07.19	13:31:00	128685	128760	128675	128735	2306	43023	0
2024.07.19	13:32:00	128740	128745	128665	128665	1852	26490	0
2024.07.19	13:33:00	128665	128740	128655	128735	1540	21298	0
2024.07.19	13:34:00	128735	128740	128705	128725	929	9672	0
2024.07.19	13:35:00	128720	128760	128710	128730	1334	16019	0
2024.07.19	13:36:00	128725	128765	128725	128755	1102	11536	0
2024.07.19	13:37:00	128760	128760	128715	128720	953	10775	0
2024.07.19	13:38:00	128720	128725	128630	128655	2296	40124	0
2024.07.19	13:39:00	128655	128690	128645	128690	1277	13468	0
2024.07.19	13:40:00	128685	128770	128675	128755	2173	30686	0
2024.07.19	13:41:00	128755	128770	128710	128720	1495	17094	0
2024.07.19	13:42:00	128715	128730	128660	128670	1314	19090	0
2024.07.19	13:43:00	128665	128680	128630	128650	1879	22694	0
2024.07.19	13:44:00	128645	128665	128640	128650	836	7512	0
2024.07.19	13:45:00	128655	128690	128645	128680	1161	11903	0
2024.07.19	13:46:00	128680	128685	128640	128650	950	8101	0
2024.07.19	13:47:00	128645	128685	128645	128665	715	6112	0
2024.07.19	13:48:00	128665	128695	128665	128680	634	7932	0
2024.07.19	13:49:00	128675	128700	128670	128690	603	10126	0
2024.07.19	13:50:00	128695	128700	128670	128685	636	5756	0
2024.07.19	13:51:00	128685	128700	128630	128655	1336	18906	0
2024.07.19	13:52:00	128655	128695	128650	128670	937	10972	0
2024.07.19	13:53:00	128670	128690	128645	128675	618	9124	0
2024.07.19	13:54:00	128680	128690	128640	128660	984	14443	0
2024.07.19	13:55:00	128665	128725	128660	128710	1307	31551	0
2024.07.19	13:56:00	128715	128720	128695	128700	820	6514	0
2024.07.19	13:57:00	128700	128735	128695	128725	643	6358	0
2024.07.19	13:58:00	128730	128760	128705	128755	1474	21432	0
2024.07.19	13:59:00	128755	128760	128715	128730	1098	11470	0
2024.07.19	14:00:00	128735	128765	128715	128730	1445	22209	0
2024.07.19	14:01:00	128730	128760	128700	128710	1125	13046	0
2024.07.19	14:02:00	128705	128725	128680	128725	1268	16553	0
2024.07.19	14:03:00	128720	128765	128705	128745	973	13286	0
2024.07.19	14:04:00	128745	128760	128720	128730	892	8531	0
2024.07.19	14:05:00	128725	128740	128720	128740	655	6129	0
2024.07.19	14:06:00	128735	128760	128710	128720	794	10936	0
2024.07.19	14:07:00	128715	128735	128710	128730	675	4933	0
2024.07.19	14:08:00	128725	128755	128720	128745	855	9703	0
2024.07.19	14:09:00	128745	128780	128740	128780	983	14072	0
2024.07.19	14:10:00	128780	128795	128745	128755	1730	23171	0
2024.07.19	14:11:00	128750	128755	128695	128715	2067	30345	0
2024.07.19	14:12:00	128715	128745	128705	128740	1054	12176	0
2024.07.19	14:13:00	128740	128765	128735	128760	832	7604	0
2024.07.19	14:14:00	128760	128830	128755	128805	2085	32460	0
2024.07.19	14:15:00	128805	128820	128790	128805	1651	17403	0
2024.07.19	14:16:00	128810	128830	128805	128805	1321	13637	0
2024.07.19	14:17:00	128805	128835	128795	128835	1027	9805	0
2024.07.19	14:18:00	128835	128840	128815	128820	1162	10838	0
2024.07.19	14:19:00	128820	128860	128810	128855	1377	18385	0
2024.07.19	14:20:00	128855	128855	128830	128840	1456	12683	0
2024.07.19	14:21:00	128835	128880	128835	128850	1544	18512	0
2024.07.19	14:22:00	128850	128855	128745	128750	2945	57604	0
2024.07.19	14:23:00	128745	128760	128710	128715	2776	41795	0
2024.07.19	14:24:00	128715	128740	128700	128730	1902	21270	0
2024.07.19	14:25:00	128730	128785	128720	128755	2216	30543	0
2024.07.19	14:26:00	128750	128760	128725	128745	1087	11825	0
2024.07.19	14:27:00	128740	128765	128720	128760	1151	15530	0
2024.07.19	14:28:00	128760	128790	128720	128725	1258	16761	0
2024.07.19	14:29:00	128720	128735	128705	128710	1460	13890	0
2024.07.19	14:30:00	128710	128715	128655	128660	2744	41288	0
2024.07.19	14:31:00	128660	128670	128615	128650	2689	39938	0
2024.07.19	14:32:00	128650	128685	128645	128670	1438	16622	0
2024.07.19	14:33:00	128675	128675	128590	128590	2007	28491	0
2024.07.19	14:34:00	128590	128635	128575	128630	2018	28805	0
2024.07.19	14:35:00	128635	128645	128610	128645	1525	22674	0
2024.07.19	14:36:00	128645	128710	128640	128705	2296	33247	0
2024.07.19	14:37:00	128710	128775	128695	128765	3047	48697	0
2024.07.19	14:38:00	128760	128805	128755	128775	2234	27080	0
2024.07.19	14:39:00	128770	128785	128745	128750	1474	19166	0
2024.07.19	14:40:00	128755	128795	128750	128780	1278	14977	0
2024.07.19	14:41:00	128780	128790	128725	128735	1706	24114	0
2024.07.19	14:42:00	128740	128760	128700	128755	2036	28062	0
2024.07.19	14:43:00	128755	128755	128685	128685	1632	26661	0
2024.07.19	14:44:00	128685	128730	128685	128725	1073	14094	0
2024.07.19	14:45:00	128725	128745	128705	128710	968	12445	0
2024.07.19	14:46:00	128710	128735	128695	128700	959	14590	0
2024.07.19	14:47:00	128700	128735	128700	128735	662	6887	0
2024.07.19	14:48:00	128735	128740	128695	128695	596	6962	0
2024.07.19	14:49:00	128695	128740	128675	128715	1357	22428	0
2024.07.19	14:50:00	128715	128750	128705	128740	1133	12086	0
2024.07.19	14:51:00	128735	128770	128735	128745	1306	16836	0
2024.07.19	14:52:00	128740	128755	128700	128700	1201	13545	0
2024.07.19	14:53:00	128700	128735	128700	128730	676	7484	0
2024.07.19	14:54:00	128735	128735	128675	128685	1121	13988	0
2024.07.19	14:55:00	128685	128695	128665	128685	1273	11523	0
2024.07.19	14:56:00	128690	128750	128685	128745	1391	16026	0
2024.07.19	14:57:00	128745	128755	128715	128730	1046	13407	0
2024.07.19	14:58:00	128730	128730	128695	128720	748	11825	0
2024.07.19	14:59:00	128715	128750	128715	128740	794	10142	0
2024.07.19	15:00:00	128740	128745	128685	128690	1324	16757	0
2024.07.19	15:01:00	128695	128705	128675	128700	1126	11976	0
2024.07.19	15:02:00	128695	128695	128630	128640	1944	31033	0
2024.07.19	15:03:00	128645	128655	128585	128635	2388	33781	0
2024.07.19	15:04:00	128635	128635	128580	128590	1582	20331	0
2024.07.19	15:05:00	128585	128630	128565	128620	2602	33028	0
2024.07.19	15:06:00	128615	128620	128565	128610	1811	21272	0
2024.07.19	15:07:00	128605	128635	128600	128620	1280	14514	0
2024.07.19	15:08:00	128625	128675	128610	128640	1851	35311	0
2024.07.19	15:09:00	128640	128680	128635	128660	1401	15110	0
2024.07.19	15:10:00	128660	128665	128595	128615	1866	24519	0
2024.07.19	15:11:00	128610	128640	128610	128640	985	10407	0
2024.07.19	15:12:00	128640	128665	128635	128640	1214	11195	0
2024.07.19	15:13:00	128640	128640	128585	128605	1458	14665	0
2024.07.19	15:14:00	128605	128625	128580	128620	1213	11789	0
2024.07.19	15:15:00	128620	128655	128620	128645	1092	12891	0
2024.07.19	15:16:00	128645	128650	128605	128620	957	9770	0
2024.07.19	15:17:00	128615	128630	128595	128610	952	6708	0
2024.07.19	15:18:00	128610	128620	128580	128620	1005	9332	0
2024.07.19	15:19:00	128615	128640	128565	128580	1789	25993	0
2024.07.19	15:20:00	128580	128590	128545	128555	2051	24848	0
2024.07.19	15:21:00	128550	128575	128525	128575	1979	27732	0
2024.07.19	15:22:00	128570	128595	128540	128580	1652	25545	0
2024.07.19	15:23:00	128585	128600	128560	128570	1317	15847	0
2024.07.19	15:24:00	128570	128570	128500	128520	2370	32917	0
2024.07.19	15:25:00	128525	128575	128520	128575	1813	22104	0
2024.07.19	15:26:00	128570	128615	128570	128605	2180	31958	0
2024.07.19	15:27:00	128605	128610	128575	128585	1118	10810	0
2024.07.19	15:28:00	128585	128590	128535	128545	1257	14427	0
2024.07.19	15:29:00	128545	128575	128525	128570	1434	18427	0
2024.07.19	15:30:00	128570	128580	128540	128580	1039	13342	0
2024.07.19	15:31:00	128580	128600	128540	128550	1640	23511	0
2024.07.19	15:32:00	128545	128555	128495	128530	2204	33032	0
2024.07.19	15:33:00	128525	128535	128495	128515	1514	20425	0
2024.07.19	15:34:00	128510	128520	128480	128500	1524	17064	0
2024.07.19	15:35:00	128500	128525	128450	128455	2478	32730	0
2024.07.19	15:36:00	128460	128460	128410	128435	3227	46906	0
2024.07.19	15:37:00	128435	128465	128425	128425	1769	22865	0
2024.07.19	15:38:00	128430	128460	128425	128460	1007	10688	0
2024.07.19	15:39:00	128455	128460	128435	128455	860	7290	0
2024.07.19	15:40:00	128455	128465	128420	128440	1353	19107	0
2024.07.19	15:41:00	128440	128440	128380	128425	2365	36525	0
2024.07.19	15:42:00	128430	128455	128355	128365	2597	43932	0
2024.07.19	15:43:00	128365	128370	128330	128350	2775	33571	0
2024.07.19	15:44:00	128350	128385	128340	128350	1682	20057	0
2024.07.19	15:45:00	128355	128395	128330	128345	2061	24342	0
2024.07.19	15:46:00	128340	128380	128310	128370	2717	46377	0
2024.07.19	15:47:00	128370	128375	128295	128340	2374	36728	0
2024.07.19	15:48:00	128345	128360	128310	128330	1429	18739	0
2024.07.19	15:49:00	128335	128360	128330	128350	1017	13746	0
2024.07.19	15:50:00	128350	128405	128345	128355	2250	36999	0
2024.07.19	15:51:00	128360	128385	128345	128365	1211	15973	0
2024.07.19	15:52:00	128360	128365	128265	128265	3146	50153	0
2024.07.19	15:53:00	128265	128340	128265	128335	2344	25487	0
2024.07.19	15:54:00	128330	128340	128280	128315	1771	24430	0
2024.07.19	15:55:00	128310	128325	128275	128285	1569	18009	0
2024.07.19	15:56:00	128285	128300	128245	128270	2300	37916	0
2024.07.19	15:57:00	128265	128315	128260	128300	1847	28008	0
2024.07.19	15:58:00	128295	128300	128265	128285	1075	12455	0
2024.07.19	15:59:00	128285	128295	128255	128280	1079	15448	0
2024.07.19	16:00:00	128280	128345	128265	128335	2335	34471	0
2024.07.19	16:01:00	128335	128340	128305	128330	1147	13556	0
2024.07.19	16:02:00	128330	128340	128315	128320	873	9899	0
2024.07.19	16:03:00	128315	128365	128315	128350	1646	20877	0
2024.07.19	16:04:00	128345	128385	128330	128370	1467	24066	0
2024.07.19	16:05:00	128370	128395	128335	128395	1675	20029	0
2024.07.19	16:06:00	128395	128395	128325	128325	1766	23334	0
2024.07.19	16:07:00	128325	128375	128310	128370	1562	17565	0
2024.07.19	16:08:00	128370	128390	128300	128335	1790	27665	0
2024.07.19	16:09:00	128330	128360	128325	128350	1046	10563	0
2024.07.19	16:10:00	128355	128390	128345	128390	1227	15864	0
2024.07.19	16:11:00	128390	128405	128345	128360	1586	21737	0
2024.07.19	16:12:00	128365	128385	128345	128370	886	10888	0
2024.07.19	16:13:00	128375	128385	128340	128350	851	11196	0
2024.07.19	16:14:00	128350	128375	128345	128365	672	7308	0
2024.07.19	16:15:00	128365	128405	128355	128380	1320	18512	0
2024.07.19	16:16:00	128380	128405	128340	128395	1713	32028	0
2024.07.19	16:17:00	128395	128420	128380	128385	1506	23211	0
2024.07.19	16:18:00	128385	128435	128375	128420	1597	25025	0
2024.07.19	16:19:00	128415	128445	128400	128435	1454	22572	0
2024.07.19	16:20:00	128440	128455	128405	128430	1618	26500	0
2024.07.19	16:21:00	128425	128465	128420	128445	1314	15534	0
2024.07.19	16:22:00	128450	128470	128440	128465	863	9207	0
2024.07.19	16:23:00	128465	128465	128440	128440	829	9583	0
2024.07.19	16:24:00	128440	128450	128425	128435	1120	15590	0
2024.07.19	16:25:00	128435	128465	128405	128460	1558	24598	0
2024.07.19	16:26:00	128460	128470	128440	128450	1127	14275	0
2024.07.19	16:27:00	128450	128470	128435	128440	704	9904	0
2024.07.19	16:28:00	128440	128450	128385	128400	1794	28494	0
2024.07.19	16:29:00	128395	128405	128365	128405	1715	20491	0
2024.07.19	16:30:00	128405	128445	128400	128425	1509	22031	0
2024.07.19	16:31:00	128425	128430	128370	128405	1709	22835	0
2024.07.19	16:32:00	128410	128425	128385	128415	863	9094	0
2024.07.19	16:33:00	128420	128450	128415	128435	1024	16398	0
2024.07.19	16:34:00	128430	128435	128395	128415	883	10078	0
2024.07.19	16:35:00	128420	128425	128365	128370	1357	20140	0
2024.07.19	16:36:00	128375	128380	128330	128345	2070	24252	0
2024.07.19	16:37:00	128350	128390	128345	128380	1304	23754	0
2024.07.19	16:38:00	128380	128400	128365	128400	1127	10538	0
2024.07.19	16:39:00	128395	128415	128380	128405	933	11840	0
2024.07.19	16:40:00	128410	128430	128375	128380	1284	16728	0
2024.07.19	16:41:00	128375	128390	128355	128375	1015	12790	0
2024.07.19	16:42:00	128375	128385	128355	128370	842	9091	0
2024.07.19	16:43:00	128370	128385	128360	128380	532	5128	0
2024.07.19	16:44:00	128375	128400	128365	128395	604	6896	0
2024.07.19	16:45:00	128390	128395	128370	128390	513	5866	0
2024.07.19	16:46:00	128390	128400	128375	128385	629	8739	0
2024.07.19	16:47:00	128385	128415	128365	128410	720	11279	0
2024.07.19	16:48:00	128410	128415	128375	128385	775	10951	0
2024.07.19	16:49:00	128385	128395	128370	128390	539	8206	0
2024.07.19	16:50:00	128390	128450	128375	128415	1672	30516	0
2024.07.19	16:51:00	128420	128455	128410	128440	1124	13842	0
2024.07.19	16:52:00	128435	128435	128405	128410	665	7905	0
2024.07.19	16:53:00	128410	128415	128385	128400	729	9306	0
2024.07.19	16:54:00	128400	128410	128385	128395	592	7452	0
2024.07.19	16:55:00	128395	128405	128355	128360	1383	15894	0
2024.07.19	16:56:00	128360	128405	128345	128400	1315	20416	0
2024.07.19	16:57:00	128400	128430	128395	128410	1247	15783	0
2024.07.19	16:58:00	128410	128445	128410	128415	827	16003	0
2024.07.19	16:59:00	128420	128455	128415	128435	826	21196	0
2024.07.19	17:00:00	128435	128495	128425	128465	2194	41918	0
2024.07.19	17:01:00	128465	128470	128390	128405	1842	37905	0
2024.07.19	17:02:00	128400	128405	128370	128390	1348	18578	0
2024.07.19	17:03:00	128395	128405	128360	128370	1011	16267	0
2024.07.19	17:04:00	128365	128385	128335	128340	1598	27552	0
2024.07.19	17:05:00	128345	128355	128320	128350	1626	22012	0
2024.07.19	17:06:00	128345	128360	128330	128340	823	10513	0
2024.07.19	17:07:00	128340	128365	128340	128365	729	10990	0
2024.07.19	17:08:00	128360	128365	128335	128360	744	10939	0
2024.07.19	17:09:00	128355	128365	128335	128360	567	9128	0
2024.07.19	17:10:00	128365	128380	128335	128375	856	12563	0
2024.07.19	17:11:00	128375	128380	128355	128370	656	8671	0
2024.07.19	17:12:00	128370	128375	128350	128360	595	6811	0
2024.07.19	17:13:00	128360	128365	128345	128350	374	3013	0
2024.07.19	17:14:00	128345	128365	128325	128330	921	13633	0
2024.07.19	17:15:00	128330	128355	128330	128340	677	7149	0
2024.07.19	17:16:00	128345	128355	128305	128315	573	12627	0
2024.07.19	17:17:00	128320	128350	128310	128350	843	10442	0
2024.07.19	17:18:00	128345	128360	128330	128340	468	6449	0
2024.07.19	17:19:00	128335	128355	128335	128350	255	3334	0
2024.07.19	17:20:00	128350	128390	128340	128380	1099	16139	0
2024.07.19	17:21:00	128380	128380	128340	128340	516	5611	0
2024.07.19	17:22:00	128340	128360	128335	128345	454	6548	0
2024.07.19	17:23:00	128345	128360	128330	128350	410	5324	0
2024.07.19	17:24:00	128350	128350	128325	128330	395	5182	0
2024.07.19	17:25:00	128335	128390	128330	128380	844	17092	0
2024.07.19	17:26:00	128385	128400	128360	128385	1011	16192	0
2024.07.19	17:27:00	128380	128395	128370	128385	520	6698	0
2024.07.19	17:28:00	128385	128385	128360	128360	438	8940	0
2024.07.19	17:29:00	128360	128385	128360	128360	344	5433	0
2024.07.19	17:30:00	128360	128375	128345	128350	629	6507	0
2024.07.19	17:31:00	128350	128380	128345	128360	383	5032	0
2024.07.19	17:32:00	128365	128375	128330	128345	571	11742	0
2024.07.19	17:33:00	128345	128350	128335	128345	356	3702	0
2024.07.19	17:34:00	128345	128360	128340	128345	338	4492	0
2024.07.19	17:35:00	128345	128375	128335	128355	352	7348	0
2024.07.19	17:36:00	128355	128365	128345	128355	291	5926	0
2024.07.19	17:37:00	128355	128365	128355	128365	207	2144	0
2024.07.19	17:38:00	128360	128370	128355	128355	211	1774	0
2024.07.19	17:39:00	128360	128365	128345	128345	268	3819	0
2024.07.19	17:40:00	128345	128360	128345	128350	215	2313	0
2024.07.19	17:41:00	128355	128365	128340	128355	305	3071	0
2024.07.19	17:42:00	128350	128355	128330	128340	346	4708	0
2024.07.19	17:43:00	128340	128350	128335	128345	308	3302	0
2024.07.19	17:44:00	128345	128370	128340	128355	265	4003	0
2024.07.19	17:45:00	128350	128365	128325	128325	404	7403	0
2024.07.19	17:46:00	128325	128335	128310	128330	895	12131	0
2024.07.19	17:47:00	128325	128335	128315	128330	377	5600	0
2024.07.19	17:48:00	128330	128335	128320	128325	377	2789	0
2024.07.19	17:49:00	128325	128335	128315	128335	304	3557	0
2024.07.19	17:50:00	128325	128345	128320	128335	413	6579	0
2024.07.19	17:51:00	128340	128355	128335	128350	355	4219	0
2024.07.19	17:52:00	128345	128350	128340	128350	197	1299	0
2024.07.19	17:53:00	128345	128355	128330	128340	285	2379	0
2024.07.19	17:54:00	128340	128345	128325	128325	281	3731	0
2024.07.19	17:55:00	128330	128335	128315	128330	384	3396	0
2024.07.19	17:56:00	128330	128340	128325	128330	323	1819	0
2024.07.19	17:57:00	128330	128335	128320	128325	194	1528	0
2024.07.19	17:58:00	128320	128330	128320	128325	199	2278	0
2024.07.19	17:59:00	128325	128350	128325	128340	315	3912	0
2024.07.19	18:00:00	128335	128345	128325	128340	291	1627	0
2024.07.19	18:01:00	128335	128340	128320	128330	338	3277	0
2024.07.19	18:02:00	128330	128335	128320	128325	255	1341	0
2024.07.19	18:03:00	128320	128330	128320	128320	235	1514	0
2024.07.19	18:04:00	128320	128325	128250	128280	1305	18235	0
2024.07.19	18:05:00	128275	128280	128175	128190	1993	25644	0
2024.07.19	18:06:00	128190	128250	128190	128220	1031	10878	0
2024.07.19	18:07:00	128225	128255	128210	128225	582	6340	0
2024.07.19	18:08:00	128225	128250	128215	128230	474	3205	0
2024.07.19	18:09:00	128230	128240	128195	128205	636	6057	0
2024.07.19	18:10:00	128205	128230	128200	128225	583	4538	0
2024.07.19	18:11:00	128230	128235	128210	128220	356	2594	0
2024.07.19	18:12:00	128220	128230	128210	128220	282	1354	0
